abn,charityname,registrationstatus,charitysize,activity_desc,other_activity_desc
14903621918,Uca - Wonthaggi Congregation,Registered,Small,No direct international activities are undertaken. Goods are forwarded directly to a central office in Melbourne for disbursement overseas.,"Clothing, toys and school items are provided for needy children overseas."
14936853529,The Trustee For Ghara Trust,Registered,Small,"GHARA provides individualised supports in the form of a day-care centre, therapy services, pre-vocational training, social and recreational activities, medication, equipment, and self-care skills to over 35 individuals and their families in Bangalore, India",
14946628415,Tashmadada Inc.,Registered,Small,Conferences forums and festivals,
14963305127,Catholic Mission Benevolent Trust,Registered,Medium,This trust is affiliated with Catholic Mission ABN 52 945 927 066. Please refer to the annual report of that entity.,
15050192660,Australian Catholic University Limited,Registered,Large,"Select academic research is conducted overseas. In addition, ACU conducts student exchange programs with select countries (both inbound and outbound).",
15068201563,Harvey Church of Christ Inc,Registered,Small,"Providing funds to assist in Missionary and community projects. Hospital assistance, water projects etc.",
15086644377,Voice Of Charity,Registered,Small,Transferring funds or goods overseas Further details: Supporting Voice Of Charity Lebanon activities of evangelizing and meeting basic survival needs of the impoverished that turn to us for help etc,
15096096154,Children of Cambodia Foundation Inc,Registered,Small,"We provide mandatory school stationery and uniforms to 3500 students in 10 villages northern Cambodia each year as well as 100 bikes to especially needy students. We undertake capital works as required including the building of classrooms and  schoolyard paving. We also purchase library books, classroom furniture and floor covering as required.",
15105889188,Share Me A Dream Australia,Registered,Small,"The charity has been partnered with the Rotary Club of South Davao for all the Christmas Gift Giving buying of school supplies and with Maharlika Charity Foundation with the medical missions done in Southern Philippines with logistics, medicine and volunteers.",
15115681171,Development For Isolated Peoples Limited,Registered,Small,"Money is transferred for the purchase of literature, and the printing of course material. Money is also transferred for teaching conferneces run by nationals in Bangladesh. Occasionally money is used  for medical emergencies and the purchase of self supporting projects such as cows.",
15117502477,Mary Ward International Australia Limited,Registered,Medium,"Mary Ward International Australia (MWIA) partners in collaborative, diverse and exploratory projects that support  women s leadership and community ownership. It supports partners in implementing joint initiatives in a manner consistent with development best practice.  MWIA supports the Loreto Sisters and its broader network in working with women and disadvantaged communities to transform unjust structures and reduce poverty and oppression.",
15155873457,IAESTE Australia Ltd.,Registered,Small,"Our team and our exchange partners form IAESTE A.s.b.l, which facilitate the exchange of students for technical experience and cultural exchange. Australian students are sent abroad, and in return, our volunteers support incoming students.",
15164736850,Radiology Across Borders Limited,Registered,Small,"Volunteer radiologists, radiographers and technicians are sent to developing nations and provide on-site support through extensive education programs to local clinicians who would otherwise not have access to radiology expertise and training.",
